Account Number,Date,Revenue Amount (USD),Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
538,2020-12-17,78.32,Donation,Unrestricted,Year End 2020,,Columbus,OH,43221
330,2020-12-17,50,Donation,Unrestricted,Year End 2020,,Dublin,OH,43016
9765,2020-12-17,260.35,Donation,Unrestricted,Year End 2020,,Galena,OH,43021
2223,2020-12-16,9000,Donation,Unrestricted,Year End 2020,,Columbus,OH,43220
8982,2020-12-16,20,Donation,Unrestricted,Year End 2020,,Delaware,OH,43015-2928
1451,2020-12-16,25,Donation,Unrestricted,Year End 2020,,Columbus,OH,43204
8844,2020-12-16,76.99,Donation,Unrestricted,Year End 2020,,Gahanna,OH,43230
8353,2020-12-16,500,Donation,Unrestricted,Year End 2020,,Saint James City,FL,33956
2139,2020-12-16,76.99,Donation,Unrestricted,Year End 2020,,Galena,OH,43021
178,2020-12-16,102.56,Donation,Unrestricted,Year End 2020,,Chillicothe,OH,45601-1285
8373,2020-12-16,156.33,Donation,Unrestricted,Year End 2020,,Louisville,KY,40207
752,2020-12-15,6.55,Donation,Unrestricted,Year End 2020,,Columbus,OH,43214
1402,2020-12-15,62.72,Donation,Unrestricted,Year End 2020,,Saint James City,FL,33956-2118
47,2020-12-15,208.34,Donation,Unrestricted,Year End 2020,,Worthington,OH,43085
5,2020-12-15,62.72,Donation,Unrestricted,Year End 2020,,Columbus,OH,43235
1972,2020-12-15,149.05,Donation,Unrestricted,Year End 2020,,Powell,OH,43065-9669
61,2020-12-15,6.55,Donation,Unrestricted,Year End 2020,,West Jefferson,OH,43162-9658
8963,2020-12-15,62.72,Donation,Unrestricted,Year End 2020,,Kent,OH,44240
8047,2020-12-15,22.8,Donation,Unrestricted,Year End 2020,,Columbus,OH,43206
2383,2020-12-15,25,Donation,Unrestricted,Year End 2020,,North Canton,OH,44720-2130
704,2020-12-15,50,Donation,Unrestricted,Year End 2020,,Powell,OH,43065-7074
850,2020-12-15,75,Donation,Unrestricted,Year End 2020,,Columbus,OH,43221
2072,2020-12-15,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
2139,2020-12-15,22.8,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,2020-12-15,50,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,2020-12-15,100,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
61,2020-12-14,10.71,Donation,Unrestricted,Year End 2020,,West Jefferson,OH,43162-9658
8427,2020-12-14,5.51,Donation,Unrestricted,Year End 2020,,,,
8130,2020-12-14,102.56,Donation,Unrestricted,Year End 2020,,Columbus,OH,43221-1227
946,2020-12-14,102.56,Donation,Unrestricted,Year End 2020,,Rochester Hills,MI,48309
786,2020-12-14,37.12,Donation,Unrestricted,Year End 2020,,Columbus,OH,43214
630,2020-12-14,200,Donation,Unrestricted,Year End 2020,,Dublin,OH,43017
8385,2020-12-14,,Soft Credit,Unrestricted,Year End 2020,,Dublin,OH,43017-2857
8274,2020-12-14,3000,Donation,Unrestricted,Year End 2020,,Dublin,OH,43017
7972,2020-12-14,125,Donation,Unrestricted,Year End 2020,,Athens,OH,45701-3600
2471,2020-12-14,75,Donation,Unrestricted,Year End 2020,,Whitehall,OH,43213
1906,2020-12-14,75,Donation,Unrestricted,Year End 2020,,West Jefferson,OH,43162-9658
10583,2020-12-14,75,Donation,Unrestricted,Year End 2020,,Canal Winchester,OH,43110
374,2020-12-14,100,Donation,Unrestricted,Year End 2020,,Powell,OH,43065-7320
1367,2020-12-14,409.3,Donation,Unrestricted,Year End 2020,,Yellow Springs,OH,45387
8831,2020-12-14,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
1329,2020-12-13,225.26,Donation,Unrestricted,Year End 2020,,Hilliard,OH,43026-7626
2485,2020-12-13,51.43,Donation,Unrestricted,Year End 2020,,Columbus,OH,43240-2219
832,2020-12-13,51.43,Donation,Unrestricted,Year End 2020,,Columbus,OH,43220-4803
8960,2020-12-13,300,Donation,Unrestricted,Year End 2020,,Tipp City,OH,45371-1216
2143,2020-12-12,511.55,Donation,Unrestricted,Year End 2020,,La Grange,IL,60525
1202,2020-12-12,22,Donation,Unrestricted,Year End 2020,,Dallas,TX,75220-1871
1231,2020-12-12,20,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,2020-12-12,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
8671,2020-12-11,25,Donation,Unrestricted,Year End 2020,,Westerville,OH,43081-2699
415,2020-12-11,,Soft Credit,Unrestricted,,,Columbus,OH,43235-1129
1536,2020-12-11,160,Donation,Unrestricted,,,Columbus,OH,43235
32,2020-12-11,100,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,2020-12-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1764,2020-12-10,100,Donation,Unrestricted,Year End 2020,,Columbus,OH,43220
1117,2020-12-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
1301,2020-12-09,100,Donation,Unrestricted,Year End 2020,,Avon,OH,44011-1905
752,2020-12-08,10.71,Donation,Unrestricted,Year End 2020,,Columbus,OH,43214
1611,2020-12-08,76.99,Donation,Unrestricted,Year End 2020,,Columbus,OH,43201-3629
8958,2020-12-05,50,Donation,Unrestricted,Year End 2020,,Columbus,OH,43215-7648
56,2020-12-05,22.8,Donation,Unrestricted,Year End 2020,,Columbus,OH,43221
61,2020-12-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2543,2020-12-03,10.53,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
189,2020-12-02,150,Donation,Unrestricted,Year End 2020,,Columbus,OH,43220
1040,2020-12-01,500,Donation,Unrestricted,Year End 2020,,Columbus,OH,43215
2155,2020-12-01,45.3,Donation,Unrestricted,Year End 2020,,Lewis Center,OH,43035
8202,2020-12-01,51.43,Donation,Unrestricted,Year End 2020,,Dublin,OH,43016
8844,2020-12-01,51.43,Donation,Unrestricted,Year End 2020,,Gahanna,OH,43230
1351,2020-12-01,225.26,Donation,Unrestricted,Year End 2020,,Columbus,OH,43221
866,2020-12-01,1000,Donation,Unrestricted,Year End 2020,,Uniontown,OH,44685
2302,2020-12-01,220,Donation,Unrestricted,Year End 2020,,Columbus,OH,43221-1559
8319,2020-12-01,225.26,Donation,Unrestricted,Year End 2020,,Columbus,OH,43235
9677,2020-12-01,102.56,Donation,Unrestricted,Year End 2020,,Sewickley,PA,15143
411,2020-12-01,20.76,Donation,Unrestricted,Year End 2020,,Hilliard,OH,43026
8830,2020-12-01,45.3,Donation,Unrestricted,Year End 2020,,Columbus,OH,43201
2544,2020-12-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,2020-12-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,2020-12-01,5,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,2020-12-01,15.64,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,2020-12-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
9765,2020-11-30,20.76,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
250,2020-11-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
866,2020-11-26,51.43,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,2020-11-26,204.81,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
552,2020-11-25,1500,Pledge Payment,Unrestricted,,,Upper Arlington,OH,43220
415,2020-11-25,80,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235-1129
2253,2020-11-25,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
552,2020-11-24,1500,Pledge Payment,Unrestricted,,,Upper Arlington,OH,43220
1544,2020-11-23,1000,Donation,Unrestricted,Year End 2020,,Cincinnati,OH,45202-3643
1405,2020-11-22,10.53,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
163,2020-11-20,22.8,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
8092,2020-11-19,102.56,Donation,Unrestricted,,,Columbus,OH,43220
8836,2020-11-19,102.56,Donation,Unrestricted,Year End 2020,,Columbus,OH,43235
8231,2020-11-18,20.76,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
2072,2020-11-15,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
2139,2020-11-15,22.8,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,2020-11-15,50,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,2020-11-15,100,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
56,2020-11-14,109,Donation,Unrestricted,,,Columbus,OH,43221
8831,2020-11-14,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
1231,2020-11-12,20,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,2020-11-12,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
32,2020-11-11,100,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,2020-11-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
305,2020-11-10,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,COLUMBUS,OH,43212-1803
56,2020-11-10,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
1117,2020-11-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
1104,2020-11-06,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Elsberry,MO,63343
1435,2020-11-05,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
1973,2020-11-05,300,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43204
1285,2020-11-05,2500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43215
8035,2020-11-05,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
1366,2020-11-05,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Canton,OH,44721-3911
61,2020-11-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2543,2020-11-03,10.53,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
2544,2020-11-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,2020-11-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,2020-11-01,5,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,2020-11-01,15.64,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,2020-11-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1327,2020-10-30,51.43,Donation,Unrestricted,,,Columbus,OH,43220-4104
9765,2020-10-30,20.76,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
250,2020-10-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
866,2020-10-28,51.43,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
8830,2020-10-27,102.56,Donation,Unrestricted,,,Columbus,OH,43201
8829,2020-10-27,3333.24,Donation,Unrestricted,,,Worthington,OH,43085
573,2020-10-27,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Redmond,WA,98052
1170,2020-10-27,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Garden City,NY,11530
1533,2020-10-26,98,Donation,Unrestricted,,,,,
2366,2020-10-26,700,Donation,Unrestricted,A THREAD of Hopeful Giving,,Millersport,OH,43046
1892,2020-10-26,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Buffalo,NY,14214
1334,2020-10-26,204.81,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
8827,2020-10-25,45.3,Donation,Unrestricted,A THREAD of Hopeful Giving,,Cape Coral,FL,33904-5325
8826,2020-10-25,44,Donation,Unrestricted,A THREAD of Hopeful Giving,,Lexington,KY,40509-9529
1771,2020-10-25,511.55,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220-2805
2253,2020-10-25,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2223,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
2047,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Upper Arlington,OH,43220
1707,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,NEW ALBANY,OH,43054
1041,2020-10-22,2500,Donation,Unrestricted,A THREAD of Hopeful Giving,,St. James City,FL,33956
1334,2020-10-22,2500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43085-7216
1364,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3311
445,2020-10-22,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214
2044,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220-6120
394,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,"Columbus, Ohio",OH,43214
1382,2020-10-22,150,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220-2299
8937,2020-10-22,5,Donation,Unrestricted,A THREAD of Hopeful Giving,,Fairborn,OH,45324-2727
8936,2020-10-22,200,Donation,Unrestricted,A THREAD of Hopeful Giving,,Allegan,MI,49010
8935,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-4321
1328,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214
8934,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Bethlehem,PA,18020-8835
8933,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-4321
411,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Hilliard,OH,43026
8932,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235-1210
8931,2020-10-22,150,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017
551,2020-10-22,150,Donation,Unrestricted,A THREAD of Hopeful Giving,,Saint Louis,MO,63122
8930,2020-10-22,20,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214
8929,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-2175
8928,2020-10-22,20,Donation,Unrestricted,A THREAD of Hopeful Giving,,Hilliard,OH,43026-1444
2305,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43212
1833,2020-10-22,150,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
50,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Westerville,OH,43081
8927,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
8926,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016-9427
295,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Westerville,OH,43082
8925,2020-10-22,10,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-2175
833,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-4149
440,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,New Albany,OH,43054
8924,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Powell,OH,43065-7749
47,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Worthington,OH,43085
47,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Worthington,OH,43085
47,2020-10-22,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Worthington,OH,43085
8923,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Chicago,IL,60634
8922,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,West Linn,OR,97068-7218
373,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
9736,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
1286,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-8931
8921,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Washington,DC,20003-3275
8920,2020-10-22,10,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43215-2471
8919,2020-10-22,30,Donation,Unrestricted,A THREAD of Hopeful Giving,,Galena,OH,43021-7576
8918,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-4228
8917,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Reston,VA,20194-1996
8916,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Arlington,VA,22201-5103
8915,2020-10-22,10,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-2175
8914,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Westerville,OH,43082-6218
8913,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Powell,OH,43065
8912,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Annapolis,MD,21401-3194
8911,2020-10-22,10,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-4403
456,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,columbus,OH,43220
2542,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43212
8910,2020-10-22,20,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43212-1158
8909,2020-10-22,20,Donation,Unrestricted,A THREAD of Hopeful Giving,,Waynesville,OH,45068-0872
8908,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214-2226
8907,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Delaware,OH,43015-3677
8906,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Kemah,TX,77565-2295
8905,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-4324
896,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Saint James City,FL,33956-0232
660,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
228,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Kirtland,OH,44094
8904,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43206
535,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214
163,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Powell,OH,43065
8903,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
1821,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235-1211
8902,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Hilliard,OH,43026
8901,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
8316,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220-2492
876,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235-1171
458,2020-10-22,150,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3215
8900,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Blacklick,OH,43004-8608
8899,2020-10-22,30,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3743
8898,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-5720
1300,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017
1719,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,San Antonio,TX,78260
8897,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016-8378
1354,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Lexington,KY,40502-2949
8896,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Las Vegas,NV,89130-1583
8895,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,West Grove,PA,19390-9732
124,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235-1141
8401,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
8894,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3003
8677,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Mount Vernon,OH,43050
2038,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43085-2625
8893,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Las Vegas,NV,89138-6207
498,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-4000
8892,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Williamsport,OH,43164-9767
250,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
8891,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Xenia,OH,45385-9728
8890,2020-10-22,75,Donation,Unrestricted,A THREAD of Hopeful Giving,,Upper Arlington,OH,43221
856,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-1543
186,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43231
8889,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Johnstown,OH,43031-7548
582,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220-2832
8225,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016
499,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
528,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Saint Louis,MO,63105-3033
823,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
8887,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Westerville,OH,43081-1353
8886,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,New Albany,OH,43054-8025
8885,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Hilliard,OH,43026-8809
8884,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Powell,OH,43065-9477
522,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016
8883,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43085-3357
8882,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214-3642
688,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Lakeville,MN,55044
8880,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Hilliard,OH,43026-5735
8879,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3035
8,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43212
8341,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43085-3805
852,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Hilliard,OH,43026
8878,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Danville,CA,94506-4836
1780,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3203
109,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Lewis Center,OH,43035-8991
8876,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016-4014
8050,2020-10-22,75,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016-8930
8050,2020-10-22,75,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016-8930
2041,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
8331,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43230
8110,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
8875,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Tampa,FL,33609-5312
844,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Worthington,OH,43085
1503,2020-10-22,150,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43209
8874,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-1709
8873,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-9677
8872,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Toledo,OH,43623-2737
494,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Powell,OH,43065
1576,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,New Albany,OH,43054-7603
8871,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Springfield,OH,45503-2739
8870,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220-2849
2048,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016
8869,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43085-3775
530,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214
8868,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214-3253
1351,2020-10-22,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
8867,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Zanesville,OH,43701-6752
8866,2020-10-22,10,Donation,Unrestricted,A THREAD of Hopeful Giving,,Jenks,OK,74037-5677
8102,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016-9529
8864,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214-4112
8863,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43212-3570
8862,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Brookville,OH,45309-9308
8861,2020-10-22,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43228-1457
8860,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Westerville,OH,43082
536,2020-10-22,200,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43212
8099,2020-10-22,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
2047,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Upper Arlington,OH,43220
579,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Westerville,OH,43082-8625
